Vs	Is	Vd	Id	Vg	Ig	
V	A	V	A	V	A	
0	-4.93806e-08	2	6.43906e-08	2	-1.32e-12
0	-6.93691e-08	2	7.17494e-08	1.95	9.6e-13
0	-7.60278e-08	2	6.291e-08	1.9	2.8e-13
0	-4.38784e-08	2	4.63309e-08	1.85	6.4e-13
0	-4.80772e-08	2	5.81751e-08	1.8	-1.5e-12
0	-6.25698e-08	2	6.64906e-08	1.75	2.53e-12
0	-5.55124e-08	2	4.94198e-08	1.7	-1.89e-12
0	-6.54155e-08	2	6.43882e-08	1.65	2.9e-13
0	-7.34406e-08	2	7.85505e-08	1.6	5.5e-13
0	-7.69582e-08	2	5.77493e-08	1.55	1.3e-13
0	-8.85571e-08	2	9.11769e-08	1.5	-9.1e-13
0	-7.31929e-08	2	7.27813e-08	1.45	-1.74e-12
0	-7.4827e-08	2	7.66797e-08	1.4	1.68e-12
0	-7.98565e-08	2	7.40701e-08	1.35	7.8e-13
0	-7.54133e-08	2	7.88628e-08	1.3	-1.49e-12
0	-6.24991e-08	2	6.71647e-08	1.25	2.6e-13
0	-6.71049e-08	2	7.29924e-08	1.2	-8.8e-13
0	-8.2985e-08	2	7.34157e-08	1.15	-1e-14
0	-7.43176e-08	2	6.90241e-08	1.1	-7.2e-13
0	-7.48933e-08	2	7.15732e-08	1.05	1e-12
0	-6.54701e-08	2	7.43773e-08	1	7.4e-13
0	-7.95098e-08	2	6.88542e-08	0.95	6.6e-13
0	-6.51731e-08	2	7.46197e-08	0.9	6.5e-13
0	-7.24795e-08	2	6.41132e-08	0.85	1.4e-13
0	-7.36813e-08	2	7.79151e-08	0.8	-1.22e-12
0	-7.95271e-08	2	8.22651e-08	0.75	-5.2e-13
0	-8.5534e-08	2	8.21544e-08	0.7	1.09e-12
0	-8.13678e-08	2	8.70063e-08	0.65	9.1e-13
0	-6.30571e-08	2	7.21532e-08	0.6	3.17e-12
0	-6.63331e-08	2	7.49261e-08	0.55	6.4e-13
0	-5.14177e-08	2	5.85739e-08	0.5	8e-14
0	-5.27416e-08	2	5.63349e-08	0.45	6.7e-13
0	-5.70517e-08	2	6.21679e-08	0.4	-2e-14
0	-6.37454e-08	2	6.67654e-08	0.35	-2e-13
0	-5.58965e-08	2	6.20804e-08	0.3	-1.6e-13
0	-6.88277e-08	2	5.77537e-08	0.25	1.1e-13
0	-5.48169e-08	2	5.55357e-08	0.2	5.5e-13
0	-5.81064e-08	2	5.23052e-08	0.15	-7e-14
0	-5.72099e-08	2	5.66264e-08	0.1	5.8e-13
0	-5.24236e-08	2	5.83968e-08	0.05	-2.1e-13
0	-5.85555e-08	2	5.47747e-08	0	7.2e-13
0	-5.21988e-08	2	6.02526e-08	-0.05	7e-13
0	-5.54545e-08	2	5.12139e-08	-0.1	1e-14
0	-5.50535e-08	2	5.35206e-08	-0.15	1.3e-13
0	-4.75295e-08	2	5.37862e-08	-0.2	5.4e-13
0	-4.27497e-08	2	5.3704e-08	-0.25	9.4e-13
0	-4.89989e-08	2	4.84737e-08	-0.3	5.5e-13
0	-4.75728e-08	2	8.15619e-08	-0.35	-1.8e-13
0	-8.28082e-08	2	8.47241e-08	-0.4	2.22e-12
0	-6.17532e-08	2	5.63209e-08	-0.45	3.8e-13
0	-5.5173e-08	2	5.1011e-08	-0.5	1.49e-12
0	-5.2564e-08	2	5.84873e-08	-0.55	-1.77e-12
0	-6.02212e-08	2	5.14858e-08	-0.6	5.2e-13
0	-6.27276e-08	2	6.69956e-08	-0.65	-7e-13
0	-7.57271e-08	2	8.16253e-08	-0.7	-2.76e-12
0	-7.55852e-08	2	7.87197e-08	-0.75	-5e-13
0	-9.73788e-08	2	1.067979e-07	-0.8	5e-13
0	-6.25506e-08	2	6.40246e-08	-0.85	-5e-14
0	-5.48597e-08	2	5.86702e-08	-0.9	-4.7e-13
0	-6.80736e-08	2	6.40554e-08	-0.95	8.4e-13
0	-5.62142e-08	2	5.46378e-08	-1	2.57e-12
0	-7.10869e-08	2	7.70659e-08	-1.05	-1.65e-12
0	-8.90381e-08	2	8.8232e-08	-1.1	-2.22e-12
0	-1.067704e-07	2	9.78385e-08	-1.15	1.33e-12
0	-7.06817e-08	2	7.34505e-08	-1.2	-1.91e-12
0	-7.89295e-08	2	7.31369e-08	-1.25	1.1e-13
0	-8.06595e-08	2	8.65229e-08	-1.3	1e-12
0	-7.91182e-08	2	9.42647e-08	-1.35	1.23e-12
0	-8.00262e-08	2	8.13622e-08	-1.4	-1.58e-12
0	-7.00525e-08	2	6.83495e-08	-1.45	1.16e-12
0	-7.13336e-08	2	7.34161e-08	-1.5	1.33e-12
0	-9.12738e-08	2	8.77251e-08	-1.55	1.04e-12
0	-9.53792e-08	2	8.46149e-08	-1.6	-4.4e-13
0	-8.30616e-08	2	9.38359e-08	-1.65	-1.6e-13
0	-9.71499e-08	2	9.59193e-08	-1.7	5.5e-13
0	-9.58173e-08	2	8.77351e-08	-1.75	2.7e-13
0	-9.35171e-08	2	8.27721e-08	-1.8	-2.53e-12
0	-8.64459e-08	2	8.2565e-08	-1.85	1.3e-13
0	-9.03345e-08	2	8.40648e-08	-1.9	-1.38e-12
0	-8.97237e-08	2	9.509e-08	-1.95	-3e-13
0	-6.60251e-08	2	6.9977e-08	-2	4.8e-13
0	-6.45385e-08	2	7.05681e-08	-2.05	-2.2e-13
0	-6.78518e-08	2	6.09298e-08	-2.1	1.9e-13
0	-6.84745e-08	2	6.92496e-08	-2.15	-5e-14
0	-6.63811e-08	2	6.8042e-08	-2.2	-5.4e-13
0	-7.62577e-08	2	7.18829e-08	-2.25	-9.1e-13
0	-6.71311e-08	2	6.18234e-08	-2.3	8.4e-13
0	-6.75917e-08	2	6.61112e-08	-2.35	9.9e-13
0	-6.50673e-08	2	6.73548e-08	-2.4	-6.9e-13
0	-7.45957e-08	2	8.09512e-08	-2.45	1e-14
0	-6.81391e-08	2	6.98477e-08	-2.5	-6.2e-13
0	-7.42191e-08	2	7.77981e-08	-2.55	1.83e-12
0	-6.54473e-08	2	6.09461e-08	-2.6	1.3e-13
