Vs	Is	Vd	Id	Vg	Ig	
V	A	V	A	V	A	
0	-7.47807e-05	2	7.47579e-05	-15	-2.5e-13
0	-7.4787e-05	2	7.47877e-05	-14.9	-2.6e-13
0	-7.47683e-05	2	7.47679e-05	-14.8	-3e-13
0	-7.47481e-05	2	7.47515e-05	-14.7	-2.2e-13
0	-7.47476e-05	2	7.47521e-05	-14.6	-2.5e-13
0	-7.47498e-05	2	7.475e-05	-14.5	-2.3e-13
0	-7.47473e-05	2	7.47381e-05	-14.4	-2.1e-13
0	-7.47405e-05	2	7.47592e-05	-14.3	-2e-13
0	-7.4744e-05	2	7.47485e-05	-14.2	-2.4e-13
0	-7.4722e-05	2	7.47393e-05	-14.1	-2e-13
0	-7.47004e-05	2	7.47136e-05	-14	-2e-13
0	-7.47098e-05	2	7.47104e-05	-13.9	-1.3e-13
0	-7.47008e-05	2	7.47068e-05	-13.8	-1.4e-13
0	-7.4707e-05	2	7.47215e-05	-13.7	-1.9e-13
0	-7.47106e-05	2	7.47094e-05	-13.6	-1.6e-13
0	-7.47149e-05	2	7.47083e-05	-13.5	-2e-13
0	-7.47136e-05	2	7.47176e-05	-13.4	-1.9e-13
0	-7.47041e-05	2	7.47084e-05	-13.3	-2.1e-13
0	-7.47106e-05	2	7.47116e-05	-13.2	-1.9e-13
0	-7.47046e-05	2	7.47144e-05	-13.1	-2.1e-13
0	-7.47133e-05	2	7.47165e-05	-13	-1.9e-13
0	-7.47277e-05	2	7.47098e-05	-12.9	-1.8e-13
0	-7.47103e-05	2	7.47047e-05	-12.8	-1.9e-13
0	-7.47021e-05	2	7.46963e-05	-12.7	-1.7e-13
0	-7.46904e-05	2	7.46918e-05	-12.6	-1.8e-13
0	-7.46845e-05	2	7.46888e-05	-12.5	-1.5e-13
0	-7.46996e-05	2	7.46963e-05	-12.4	-1.9e-13
0	-7.46931e-05	2	7.46922e-05	-12.3	-1.3e-13
0	-7.46802e-05	2	7.46722e-05	-12.2	-1.5e-13
0	-7.46735e-05	2	7.46894e-05	-12.1	-1.8e-13
0	-7.46489e-05	2	7.46634e-05	-12	-1.5e-13
0	-7.46745e-05	2	7.46773e-05	-11.9	-1.6e-13
0	-7.46867e-05	2	7.4697e-05	-11.8	-1.3e-13
0	-7.46681e-05	2	7.46759e-05	-11.7	-1.6e-13
0	-7.46751e-05	2	7.4671e-05	-11.6	-1.8e-13
0	-7.46685e-05	2	7.46775e-05	-11.5	-1.6e-13
0	-7.46703e-05	2	7.46679e-05	-11.4	-1.2e-13
0	-7.46524e-05	2	7.46726e-05	-11.3	-1.6e-13
0	-7.4662e-05	2	7.46715e-05	-11.2	-1.5e-13
0	-7.46685e-05	2	7.4673e-05	-11.1	-1.2e-13
0	-7.46643e-05	2	7.46601e-05	-11	-1.3e-13
0	-7.46611e-05	2	7.46824e-05	-10.9	-1.4e-13
0	-7.46827e-05	2	7.4681e-05	-10.8	-1.2e-13
0	-7.46692e-05	2	7.46829e-05	-10.7	-1.2e-13
0	-7.46631e-05	2	7.46724e-05	-10.6	-1e-13
0	-7.46732e-05	2	7.46609e-05	-10.5	-1.9e-13
0	-7.46598e-05	2	7.467e-05	-10.4	-1.2e-13
0	-7.46501e-05	2	7.46485e-05	-10.3	-9e-14
0	-7.46406e-05	2	7.4652e-05	-10.2	-1.4e-13
0	-7.46444e-05	2	7.46564e-05	-10.1	-1.2e-13
0	-7.46603e-05	2	7.4655e-05	-10	-1.2e-13
0	-7.46553e-05	2	7.46526e-05	-9.9	-1e-13
0	-7.46459e-05	2	7.46462e-05	-9.8	-1.2e-13
0	-7.46459e-05	2	7.46527e-05	-9.7	-1.3e-13
0	-7.4643e-05	2	7.46456e-05	-9.6	-1.2e-13
